Kode,Level,Uraian,UraianPath,SearchText,parent_kode,grandparent_kode
600.4.22,tersier,peningkatan peran organisasi kemasyarakatan,600: pekerjaan umum dan ketenagakerjaan > 600.4: lingkungan hidup > 600.4.22: peningkatan peran organisasi kemasyarakatan,pekerjaan umum dan ketenagakerjaan lingkungan hidup peningkatan peran organisasi kemasyarakatan,600.4,600
600.4.22.1,kuartier,organisasi sosial masyarakat,600: pekerjaan umum dan ketenagakerjaan > 600.4: lingkungan hidup > 600.4.22: peningkatan peran organisasi kemasyarakatan > 600.4.22.1: organisasi sosial masyarakat,pekerjaan umum dan ketenagakerjaan lingkungan hidup peningkatan peran organisasi kemasyarakatan organisasi sosial masyarakat,600.4.22,600.4
600.4.22.2,kuartier,organisasi profesi dunia usaha,600: pekerjaan umum dan ketenagakerjaan > 600.4: lingkungan hidup > 600.4.22: peningkatan peran organisasi kemasyarakatan > 600.4.22.2: organisasi profesi dunia usaha,pekerjaan umum dan ketenagakerjaan lingkungan hidup peningkatan peran organisasi kemasyarakatan organisasi profesi dunia usaha,600.4.22,600.4
600.4.23,tersier,data dan informasi lingkungan,600: pekerjaan umum dan ketenagakerjaan > 600.4: lingkungan hidup > 600.4.23: data dan informasi lingkungan,pekerjaan umum dan ketenagakerjaan lingkungan hidup data dan informasi lingkungan,600.4,600
600.4.23.1,kuartier,pengelolaan data,600: pekerjaan umum dan ketenagakerjaan > 600.4: lingkungan hidup > 600.4.23: data dan informasi lingkungan > 600.4.23.1: pengelolaan data,pekerjaan umum dan ketenagakerjaan lingkungan hidup data dan informasi lingkungan pengelolaan data,600.4.23,600.4
600.4.23.2,kuartier,pengelolaan informasi,600: pekerjaan umum dan ketenagakerjaan > 600.4: lingkungan hidup > 600.4.23: data dan informasi lingkungan > 600.4.23.2: pengelolaan informasi,pekerjaan umum dan ketenagakerjaan lingkungan hidup data dan informasi lingkungan pengelolaan informasi,600.4.23,600.4
600.4.23.3,kuartier,pengembangan perangkat lunak,600: pekerjaan umum dan ketenagakerjaan > 600.4: lingkungan hidup > 600.4.23: data dan informasi lingkungan > 600.4.23.3: pengembangan perangkat lunak,pekerjaan umum dan ketenagakerjaan lingkungan hidup data dan informasi lingkungan pengembangan perangkat lunak,600.4.23,600.4
600.4.23.4,kuartier,pengembangan sistem dan layanan jaringan,600: pekerjaan umum dan ketenagakerjaan > 600.4: lingkungan hidup > 600.4.23: data dan informasi lingkungan > 600.4.23.4: pengembangan sistem dan layanan jaringan,pekerjaan umum dan ketenagakerjaan lingkungan hidup data dan informasi lingkungan pengembangan sistem dan layanan jaringan,600.4.23,600.4
600.4.24,tersier,kelembagaan lingkungan,600: pekerjaan umum dan ketenagakerjaan > 600.4: lingkungan hidup > 600.4.24: kelembagaan lingkungan,pekerjaan umum dan ketenagakerjaan lingkungan hidup kelembagaan lingkungan,600.4,600
600.4.24.1,kuartier,kelembagaan dan tata laksana,600: pekerjaan umum dan ketenagakerjaan > 600.4: lingkungan hidup > 600.4.24: kelembagaan lingkungan > 600.4.24.1: kelembagaan dan tata laksana,pekerjaan umum dan ketenagakerjaan lingkungan hidup kelembagaan lingkungan kelembagaan dan tata laksana,600.4.24,600.4
600.4.24.2,kuartier,fasilitasi standar pelayanan minimal,600: pekerjaan umum dan ketenagakerjaan > 600.4: lingkungan hidup > 600.4.24: kelembagaan lingkungan > 600.4.24.2: fasilitasi standar pelayanan minimal,pekerjaan umum dan ketenagakerjaan lingkungan hidup kelembagaan lingkungan fasilitasi standar pelayanan minimal,600.4.24,600.4
600.4.25,tersier,standarisasi dan teknologi,600: pekerjaan umum dan ketenagakerjaan > 600.4: lingkungan hidup > 600.4.25: standarisasi dan teknologi,pekerjaan umum dan ketenagakerjaan lingkungan hidup standarisasi dan teknologi,600.4,600
600.4.25.1,kuartier,standarisasi manajemen dan dan pengujian lingkungan,600: pekerjaan umum dan ketenagakerjaan > 600.4: lingkungan hidup > 600.4.25: standarisasi dan teknologi > 600.4.25.1: standarisasi manajemen dan dan pengujian lingkungan,pekerjaan umum dan ketenagakerjaan lingkungan hidup standarisasi dan teknologi standarisasi manajemen dan dan pengujian lingkungan,600.4.25,600.4
600.4.25.2,kuartier,standarisasi manajemen dan pengujian lingkungan,600: pekerjaan umum dan ketenagakerjaan > 600.4: lingkungan hidup > 600.4.25: standarisasi dan teknologi > 600.4.25.2: standarisasi manajemen dan pengujian lingkungan,pekerjaan umum dan ketenagakerjaan lingkungan hidup standarisasi dan teknologi standarisasi manajemen dan pengujian lingkungan,600.4.25,600.4
600.4.25.3,kuartier,teknologi ramah lingkungan,600: pekerjaan umum dan ketenagakerjaan > 600.4: lingkungan hidup > 600.4.25: standarisasi dan teknologi > 600.4.25.3: teknologi ramah lingkungan,pekerjaan umum dan ketenagakerjaan lingkungan hidup standarisasi dan teknologi teknologi ramah lingkungan,600.4.25,600.4
600.4.26,tersier,pusat sarana pengendalian dampak lingkungan,600: pekerjaan umum dan ketenagakerjaan > 600.4: lingkungan hidup > 600.4.26: pusat sarana pengendalian dampak lingkungan,pekerjaan umum dan ketenagakerjaan lingkungan hidup pusat sarana pengendalian dampak lingkungan,600.4,600
600.4.26.1,kuartier,pemantauan dan kajian kualitas lingkungan,600: pekerjaan umum dan ketenagakerjaan > 600.4: lingkungan hidup > 600.4.26: pusat sarana pengendalian dampak lingkungan > 600.4.26.1: pemantauan dan kajian kualitas lingkungan,pekerjaan umum dan ketenagakerjaan lingkungan hidup pusat sarana pengendalian dampak lingkungan pemantauan dan kajian kualitas lingkungan,600.4.26,600.4
600.4.26.2,kuartier,laboratorium rujukan dan pengujian,600: pekerjaan umum dan ketenagakerjaan > 600.4: lingkungan hidup > 600.4.26: pusat sarana pengendalian dampak lingkungan > 600.4.26.2: laboratorium rujukan dan pengujian,pekerjaan umum dan ketenagakerjaan lingkungan hidup pusat sarana pengendalian dampak lingkungan laboratorium rujukan dan pengujian,600.4.26,600.4
700,primer,pengawasan,700: pengawasan,pengawasan,,
700.1,sekunder,pengawasan internal,700: pengawasan > 700.1: pengawasan internal,pengawasan pengawasan internal,700,
700.1.1,tersier,rencana pengawasan,700: pengawasan > 700.1: pengawasan internal > 700.1.1: rencana pengawasan,pengawasan pengawasan internal rencana pengawasan,700.1,700
700.1.1.1,kuartier,rencana strategis pengawasan,700: pengawasan > 700.1: pengawasan internal > 700.1.1: rencana pengawasan > 700.1.1.1: rencana strategis pengawasan,pengawasan pengawasan internal rencana pengawasan rencana strategis pengawasan,700.1.1,700.1
700.1.1.2,kuartier,rencana kerja pengawasan tahunan,700: pengawasan > 700.1: pengawasan internal > 700.1.1: rencana pengawasan > 700.1.1.2: rencana kerja pengawasan tahunan,pengawasan pengawasan internal rencana pengawasan rencana kerja pengawasan tahunan,700.1.1,700.1
700.1.1.3,kuartier,rencana kinerja tahunan,700: pengawasan > 700.1: pengawasan internal > 700.1.1: rencana pengawasan > 700.1.1.3: rencana kinerja tahunan,pengawasan pengawasan internal rencana pengawasan rencana kinerja tahunan,700.1.1,700.1
700.1.1.4,kuartier,rencana dan penetapan kinerja tahunan,700: pengawasan > 700.1: pengawasan internal > 700.1.1: rencana pengawasan > 700.1.1.4: rencana dan penetapan kinerja tahunan,pengawasan pengawasan internal rencana pengawasan rencana dan penetapan kinerja tahunan,700.1.1,700.1
700.1.1.5,kuartier,rakor pengawasan tingkat daerah,700: pengawasan > 700.1: pengawasan internal > 700.1.1: rencana pengawasan > 700.1.1.5: rakor pengawasan tingkat daerah,pengawasan pengawasan internal rencana pengawasan rakor pengawasan tingkat daerah,700.1.1,700.1
700.1.2,tersier,pelaksanaan pengawasan,700: pengawasan > 700.1: pengawasan internal > 700.1.2: pelaksanaan pengawasan,pengawasan pengawasan internal pelaksanaan pengawasan,700.1,700
700.1.2.1,kuartier,laporan hasil audit lha laporan hasil pemeriksaan lh p laporan hasil pemeriksaan operasional lhpo laporan hasil evaluasi lhe laporan akuntan la laporan auditor independen lai yang memerlukan tindak lanjut tl,700: pengawasan > 700.1: pengawasan internal > 700.1.2: pelaksanaan pengawasan > 700.1.2.1: laporan hasil audit lha laporan hasil pemeriksaan lh p laporan hasil pemeriksaan operasional lhpo laporan hasil evaluasi lhe laporan akuntan la laporan auditor independen lai yang memerlukan tindak lanjut tl,pengawasan pengawasan internal pelaksanaan pengawasan laporan hasil audit lha laporan hasil pemeriksaan lh p laporan hasil pemeriksaan operasional lhpo laporan hasil evaluasi lhe laporan akuntan la laporan auditor independen lai yang memerlukan tindak lanjut tl,700.1.2,700.1
700.1.2.2,kuartier,laporan hasil audit investigasi lhai yang mengandung unsur tindak pidana korupsi tpk dan memerlukan tindak lanjut,700: pengawasan > 700.1: pengawasan internal > 700.1.2: pelaksanaan pengawasan > 700.1.2.2: laporan hasil audit investigasi lhai yang mengandung unsur tindak pidana korupsi tpk dan memerlukan tindak lanjut,pengawasan pengawasan internal pelaksanaan pengawasan laporan hasil audit investigasi lhai yang mengandung unsur tindak pidana korupsi tpk dan memerlukan tindak lanjut,700.1.2,700.1
700.1.2.3,kuartier,laporan hasil audit investigasi lhai yang mengandung unsur tindak pidana korupsi tpk dan tidak memerlukan tindak lanjut,700: pengawasan > 700.1: pengawasan internal > 700.1.2: pelaksanaan pengawasan > 700.1.2.3: laporan hasil audit investigasi lhai yang mengandung unsur tindak pidana korupsi tpk dan tidak memerlukan tindak lanjut,pengawasan pengawasan internal pelaksanaan pengawasan laporan hasil audit investigasi lhai yang mengandung unsur tindak pidana korupsi tpk dan tidak memerlukan tindak lanjut,700.1.2,700.1
700.1.2.4,kuartier,laporan perkembangan penanganan surat pengaduan masyarakat,700: pengawasan > 700.1: pengawasan internal > 700.1.2: pelaksanaan pengawasan > 700.1.2.4: laporan perkembangan penanganan surat pengaduan masyarakat,pengawasan pengawasan internal pelaksanaan pengawasan laporan perkembangan penanganan surat pengaduan masyarakat,700.1.2,700.1
700.1.2.5,kuartier,laporan pemutakbiran data tindak lanjut temuan,700: pengawasan > 700.1: pengawasan internal > 700.1.2: pelaksanaan pengawasan > 700.1.2.5: laporan pemutakbiran data tindak lanjut temuan,pengawasan pengawasan internal pelaksanaan pengawasan laporan pemutakbiran data tindak lanjut temuan,700.1.2,700.1
700.1.2.6,kuartier,laporan perkembangan barang milik negara,700: pengawasan > 700.1: pengawasan internal > 700.1.2: pelaksanaan pengawasan > 700.1.2.6: laporan perkembangan barang milik negara,pengawasan pengawasan internal pelaksanaan pengawasan laporan perkembangan barang milik negara,700.1.2,700.1
700.1.2.7,kuartier,laporan hasil monitoring dan evaluasi,700: pengawasan > 700.1: pengawasan internal > 700.1.2: pelaksanaan pengawasan > 700.1.2.7: laporan hasil monitoring dan evaluasi,pengawasan pengawasan internal pelaksanaan pengawasan laporan hasil monitoring dan evaluasi,700.1.2,700.1
700.1.2.8,kuartier,laporan kegiatan pendampingan penyusunan laporan keuangan dan review,700: pengawasan > 700.1: pengawasan internal > 700.1.2: pelaksanaan pengawasan > 700.1.2.8: laporan kegiatan pendampingan penyusunan laporan keuangan dan review,pengawasan pengawasan internal pelaksanaan pengawasan laporan kegiatan pendampingan penyusunan laporan keuangan dan review,700.1.2,700.1
700.1.2.9,kuartier,good corporate governance gcg,700: pengawasan > 700.1: pengawasan internal > 700.1.2: pelaksanaan pengawasan > 700.1.2.9: good corporate governance gcg,pengawasan pengawasan internal pelaksanaan pengawasan good corporate governance gcg,700.1.2,700.1
800,primer,kepegawaian,800: kepegawaian,kepegawaian,,
800.1,sekunder,sumber daya manusia,800: kepegawaian > 800.1: sumber daya manusia,kepegawaian sumber daya manusia,800,
800.1.1,tersier,penyusunan dan penetapan kebutuhan aparatur sipil negara,800: kepegawaian > 800.1: sumber daya manusia > 800.1.1: penyusunan dan penetapan kebutuhan aparatur sipil negara,kepegawaian sumber daya manusia penyusunan dan penetapan kebutuhan aparatur sipil negara,800.1,800
800.1.1.1,kuartier,perencanaan kebutuhan aparatur sipil negara antara lain bahan penyusunan rencana kebutuhan analisis kebutuhan pengolahan data kebutuhan,800: kepegawaian > 800.1: sumber daya manusia > 800.1.1: penyusunan dan penetapan kebutuhan aparatur sipil negara > 800.1.1.1: perencanaan kebutuhan aparatur sipil negara antara lain bahan penyusunan rencana kebutuhan analisis kebutuhan pengolahan data kebutuhan,kepegawaian sumber daya manusia penyusunan dan penetapan kebutuhan aparatur sipil negara perencanaan kebutuhan aparatur sipil negara antara lain bahan penyusunan rencana kebutuhan analisis kebutuhan pengolahan data kebutuhan,800.1.1,800.1
800.1.1.2,kuartier,perencanaan pertimbangan formasi antara lain pertimbangan teknis penetapan formasi asn pertimbangan teknis penetapan formasi ikatan dinas,800: kepegawaian > 800.1: sumber daya manusia > 800.1.1: penyusunan dan penetapan kebutuhan aparatur sipil negara > 800.1.1.2: perencanaan pertimbangan formasi antara lain pertimbangan teknis penetapan formasi asn pertimbangan teknis penetapan formasi ikatan dinas,kepegawaian sumber daya manusia penyusunan dan penetapan kebutuhan aparatur sipil negara perencanaan pertimbangan formasi antara lain pertimbangan teknis penetapan formasi asn pertimbangan teknis penetapan formasi ikatan dinas,800.1.1,800.1
800.1.1.3,kuartier,penetapan kebutuhan aparatur sipil negara,800: kepegawaian > 800.1: sumber daya manusia > 800.1.1: penyusunan dan penetapan kebutuhan aparatur sipil negara > 800.1.1.3: penetapan kebutuhan aparatur sipil negara,kepegawaian sumber daya manusia penyusunan dan penetapan kebutuhan aparatur sipil negara penetapan kebutuhan aparatur sipil negara,800.1.1,800.1
800.1.1.4,kuartier,standarisasi jabatan antara lain informasi jabatan kompetensi jabatan klasifikasi jabatan,800: kepegawaian > 800.1: sumber daya manusia > 800.1.1: penyusunan dan penetapan kebutuhan aparatur sipil negara > 800.1.1.4: standarisasi jabatan antara lain informasi jabatan kompetensi jabatan klasifikasi jabatan,kepegawaian sumber daya manusia penyusunan dan penetapan kebutuhan aparatur sipil negara standarisasi jabatan antara lain informasi jabatan kompetensi jabatan klasifikasi jabatan,800.1.1,800.1
800.1.2,tersier,formasi dan pengadaan pegawai,800: kepegawaian > 800.1: sumber daya manusia > 800.1.2: formasi dan pengadaan pegawai,kepegawaian sumber daya manusia formasi dan pengadaan pegawai,800.1,800
800.1.2.1,kuartier,formasi asn antara lain usulan formasi usulan permintaan formasi kepada menpan rb dan kepala bkn persetujuan formasi penetapan formasi penetapan formasi khusus,800: kepegawaian > 800.1: sumber daya manusia > 800.1.2: formasi dan pengadaan pegawai > 800.1.2.1: formasi asn antara lain usulan formasi usulan permintaan formasi kepada menpan rb dan kepala bkn persetujuan formasi penetapan formasi penetapan formasi khusus,kepegawaian sumber daya manusia formasi dan pengadaan pegawai formasi asn antara lain usulan formasi usulan permintaan formasi kepada menpan rb dan kepala bkn persetujuan formasi penetapan formasi penetapan formasi khusus,800.1.2,800.1
800.1.2.2,kuartier,proses rekrutmen pengadaan asn antara lain proses rekrutmen asn penetapan pengumuman kelulusan asn,800: kepegawaian > 800.1: sumber daya manusia > 800.1.2: formasi dan pengadaan pegawai > 800.1.2.2: proses rekrutmen pengadaan asn antara lain proses rekrutmen asn penetapan pengumuman kelulusan asn,kepegawaian sumber daya manusia formasi dan pengadaan pegawai proses rekrutmen pengadaan asn antara lain proses rekrutmen asn penetapan pengumuman kelulusan asn,800.1.2,800.1
800.1.2.4,kuartier,berkas lamaran yang tidak diterima,800: kepegawaian > 800.1: sumber daya manusia > 800.1.2: formasi dan pengadaan pegawai > 800.1.2.4: berkas lamaran yang tidak diterima,kepegawaian sumber daya manusia formasi dan pengadaan pegawai berkas lamaran yang tidak diterima,800.1.2,800.1
800.1.2.5,kuartier,pengangkatan asn,800: kepegawaian > 800.1: sumber daya manusia > 800.1.2: formasi dan pengadaan pegawai > 800.1.2.5: pengangkatan asn,kepegawaian sumber daya manusia formasi dan pengadaan pegawai pengangkatan asn,800.1.2,800.1
800.1.2.6,kuartier,open biding seleksi terbuka jabatan,800: kepegawaian > 800.1: sumber daya manusia > 800.1.2: formasi dan pengadaan pegawai > 800.1.2.6: open biding seleksi terbuka jabatan,kepegawaian sumber daya manusia formasi dan pengadaan pegawai open biding seleksi terbuka jabatan,800.1.2,800.1
800.1.2.7,kuartier,pengelolaan sistem rekrutmen asn,800: kepegawaian > 800.1: sumber daya manusia > 800.1.2: formasi dan pengadaan pegawai > 800.1.2.7: pengelolaan sistem rekrutmen asn,kepegawaian sumber daya manusia formasi dan pengadaan pegawai pengelolaan sistem rekrutmen asn,800.1.2,800.1
800.1.2.8,kuartier,fasilitasi penyelenggaraan seleksi asn,800: kepegawaian > 800.1: sumber daya manusia > 800.1.2: formasi dan pengadaan pegawai > 800.1.2.8: fasilitasi penyelenggaraan seleksi asn,kepegawaian sumber daya manusia formasi dan pengadaan pegawai fasilitasi penyelenggaraan seleksi asn,800.1.2,800.1
800.1.3,tersier,mutasi pegawai,800: kepegawaian > 800.1: sumber daya manusia > 800.1.3: mutasi pegawai,kepegawaian sumber daya manusia mutasi pegawai,800.1,800
800.1.3.1,kuartier,usulan alih status pindah instansi pindah wilayah kerja diperbantukan dipekerjakan penugasan sementara mutasi antar perwakilan mutasi ke dan dari perwakilan pemindahan sementara persetujuan pertimbangan kepala bkn,800: kepegawaian > 800.1: sumber daya manusia > 800.1.3: mutasi pegawai > 800.1.3.1: usulan alih status pindah instansi pindah wilayah kerja diperbantukan dipekerjakan penugasan sementara mutasi antar perwakilan mutasi ke dan dari perwakilan pemindahan sementara persetujuan pertimbangan kepala bkn,kepegawaian sumber daya manusia mutasi pegawai usulan alih status pindah instansi pindah wilayah kerja diperbantukan dipekerjakan penugasan sementara mutasi antar perwakilan mutasi ke dan dari perwakilan pemindahan sementara persetujuan pertimbangan kepala bkn,800.1.3,800.1
800.1.3.2,kuartier,kenaikan pangkat golongan jabatan,800: kepegawaian > 800.1: sumber daya manusia > 800.1.3: mutasi pegawai > 800.1.3.2: kenaikan pangkat golongan jabatan,kepegawaian sumber daya manusia mutasi pegawai kenaikan pangkat golongan jabatan,800.1.3,800.1
800.1.3.3,kuartier,pengangkatan dan pemberhentian jabatan struktura fungsional,800: kepegawaian > 800.1: sumber daya manusia > 800.1.3: mutasi pegawai > 800.1.3.3: pengangkatan dan pemberhentian jabatan struktura fungsional,kepegawaian sumber daya manusia mutasi pegawai pengangkatan dan pemberhentian jabatan struktura fungsional,800.1.3,800.1
800.1.3.4,kuartier,perubahan data dasar status kedudukan hukum pegawai,800: kepegawaian > 800.1: sumber daya manusia > 800.1.3: mutasi pegawai > 800.1.3.4: perubahan data dasar status kedudukan hukum pegawai,kepegawaian sumber daya manusia mutasi pegawai perubahan data dasar status kedudukan hukum pegawai,800.1.3,800.1
800.1.3.5,kuartier,peninjauan masa kerja,800: kepegawaian > 800.1: sumber daya manusia > 800.1.3: mutasi pegawai > 800.1.3.5: peninjauan masa kerja,kepegawaian sumber daya manusia mutasi pegawai peninjauan masa kerja,800.1.3,800.1
800.1.3.6,kuartier,badan pertimbangan jabatan dan pangkat baperjakat,800: kepegawaian > 800.1: sumber daya manusia > 800.1.3: mutasi pegawai > 800.1.3.6: badan pertimbangan jabatan dan pangkat baperjakat,kepegawaian sumber daya manusia mutasi pegawai badan pertimbangan jabatan dan pangkat baperjakat,800.1.3,800.1
800.1.4,tersier,pengembangan karir,800: kepegawaian > 800.1: sumber daya manusia > 800.1.4: pengembangan karir,kepegawaian sumber daya manusia pengembangan karir,800.1,800
800.1.4.1,kuartier,usulan tugas belajar ijin belajar diklat kursus magang ujian dinas praktek kerja di instansi lain pertukaran antar asn dengan pegawai swasta,800: kepegawaian > 800.1: sumber daya manusia > 800.1.4: pengembangan karir > 800.1.4.1: usulan tugas belajar ijin belajar diklat kursus magang ujian dinas praktek kerja di instansi lain pertukaran antar asn dengan pegawai swasta,kepegawaian sumber daya manusia pengembangan karir usulan tugas belajar ijin belajar diklat kursus magang ujian dinas praktek kerja di instansi lain pertukaran antar asn dengan pegawai swasta,800.1.4,800.1
800.1.4.2,kuartier,penyesuaian ijazah,800: kepegawaian > 800.1: sumber daya manusia > 800.1.4: pengembangan karir > 800.1.4.2: penyesuaian ijazah,kepegawaian sumber daya manusia pengembangan karir penyesuaian ijazah,800.1.4,800.1
800.1.4.3,kuartier,peyusunan sistem karir,800: kepegawaian > 800.1: sumber daya manusia > 800.1.4: pengembangan karir > 800.1.4.3: peyusunan sistem karir,kepegawaian sumber daya manusia pengembangan karir peyusunan sistem karir,800.1.4,800.1
800.1.4.4,kuartier,standar kinerja pegawai skp dan penilaian prestasi kerja,800: kepegawaian > 800.1: sumber daya manusia > 800.1.4: pengembangan karir > 800.1.4.4: standar kinerja pegawai skp dan penilaian prestasi kerja,kepegawaian sumber daya manusia pengembangan karir standar kinerja pegawai skp dan penilaian prestasi kerja,800.1.4,800.1
800.1.4.5,kuartier,angka kredit antara lain pengajuan daftar usul pengajuan angka kredit penilaian daftar usul pengajuan angka kredit,800: kepegawaian > 800.1: sumber daya manusia > 800.1.4: pengembangan karir > 800.1.4.5: angka kredit antara lain pengajuan daftar usul pengajuan angka kredit penilaian daftar usul pengajuan angka kredit,kepegawaian sumber daya manusia pengembangan karir angka kredit antara lain pengajuan daftar usul pengajuan angka kredit penilaian daftar usul pengajuan angka kredit,800.1.4,800.1
800.1.5,tersier,kinerja aparatur sipil negara,800: kepegawaian > 800.1: sumber daya manusia > 800.1.5: kinerja aparatur sipil negara,kepegawaian sumber daya manusia kinerja aparatur sipil negara,800.1,800
800.1.5.1,kuartier,hasil penilaian kinerja dan estándar kerja,800: kepegawaian > 800.1: sumber daya manusia > 800.1.5: kinerja aparatur sipil negara > 800.1.5.1: hasil penilaian kinerja dan estándar kerja,kepegawaian sumber daya manusia kinerja aparatur sipil negara hasil penilaian kinerja dan estándar kerja,800.1.5,800.1
800.1.5.2,kuartier,pengelolaan databse dan analisis sistem informasi kinerja,800: kepegawaian > 800.1: sumber daya manusia > 800.1.5: kinerja aparatur sipil negara > 800.1.5.2: pengelolaan databse dan analisis sistem informasi kinerja,kepegawaian sumber daya manusia kinerja aparatur sipil negara pengelolaan databse dan analisis sistem informasi kinerja,800.1.5,800.1
800.1.5.3,kuartier,evaluasi dan pemantauan penilaian kinerja dan estándar kinerja,800: kepegawaian > 800.1: sumber daya manusia > 800.1.5: kinerja aparatur sipil negara > 800.1.5.3: evaluasi dan pemantauan penilaian kinerja dan estándar kinerja,kepegawaian sumber daya manusia kinerja aparatur sipil negara evaluasi dan pemantauan penilaian kinerja dan estándar kinerja,800.1.5,800.1
800.1.6,tersier,kode etik disiplin pemberhentian dan pensiun asn,800: kepegawaian > 800.1: sumber daya manusia > 800.1.6: kode etik disiplin pemberhentian dan pensiun asn,kepegawaian sumber daya manusia kode etik disiplin pemberhentian dan pensiun asn,800.1,800
800.1.6.1,kuartier,kode etik pegawai,800: kepegawaian > 800.1: sumber daya manusia > 800.1.6: kode etik disiplin pemberhentian dan pensiun asn > 800.1.6.1: kode etik pegawai,kepegawaian sumber daya manusia kode etik disiplin pemberhentian dan pensiun asn kode etik pegawai,800.1.6,800.1
800.1.6.2,kuartier,disiplin,800: kepegawaian > 800.1: sumber daya manusia > 800.1.6: kode etik disiplin pemberhentian dan pensiun asn > 800.1.6.2: disiplin,kepegawaian sumber daya manusia kode etik disiplin pemberhentian dan pensiun asn disiplin,800.1.6,800.1
800.1.6.3,kuartier,pemberhentian dengan hormat,800: kepegawaian > 800.1: sumber daya manusia > 800.1.6: kode etik disiplin pemberhentian dan pensiun asn > 800.1.6.3: pemberhentian dengan hormat,kepegawaian sumber daya manusia kode etik disiplin pemberhentian dan pensiun asn pemberhentian dengan hormat,800.1.6,800.1
800.1.6.4,kuartier,pemberhentian dengan tidak hormat,800: kepegawaian > 800.1: sumber daya manusia > 800.1.6: kode etik disiplin pemberhentian dan pensiun asn > 800.1.6.4: pemberhentian dengan tidak hormat,kepegawaian sumber daya manusia kode etik disiplin pemberhentian dan pensiun asn pemberhentian dengan tidak hormat,800.1.6,800.1
800.1.6.5,kuartier,pemberhentian sementara,800: kepegawaian > 800.1: sumber daya manusia > 800.1.6: kode etik disiplin pemberhentian dan pensiun asn > 800.1.6.5: pemberhentian sementara,kepegawaian sumber daya manusia kode etik disiplin pemberhentian dan pensiun asn pemberhentian sementara,800.1.6,800.1
800.1.6.6,kuartier,pensiun asn antara lain administrasi asn penetapan pensiun asn penetapan pertimbangan terkait pensiun asn pensiun pejabat negara dan janda dudanya,800: kepegawaian > 800.1: sumber daya manusia > 800.1.6: kode etik disiplin pemberhentian dan pensiun asn > 800.1.6.6: pensiun asn antara lain administrasi asn penetapan pensiun asn penetapan pertimbangan terkait pensiun asn pensiun pejabat negara dan janda dudanya,kepegawaian sumber daya manusia kode etik disiplin pemberhentian dan pensiun asn pensiun asn antara lain administrasi asn penetapan pensiun asn penetapan pertimbangan terkait pensiun asn pensiun pejabat negara dan janda dudanya,800.1.6,800.1
800.1.7,tersier,bantuan hukum,800: kepegawaian > 800.1: sumber daya manusia > 800.1.7: bantuan hukum,kepegawaian sumber daya manusia bantuan hukum,800.1,800
800.1.8,tersier,status dan kedudukan pegawai,800: kepegawaian > 800.1: sumber daya manusia > 800.1.8: status dan kedudukan pegawai,kepegawaian sumber daya manusia status dan kedudukan pegawai,800.1,800
800.1.8.1,kuartier,status kepegawaian,800: kepegawaian > 800.1: sumber daya manusia > 800.1.8: status dan kedudukan pegawai > 800.1.8.1: status kepegawaian,kepegawaian sumber daya manusia status dan kedudukan pegawai status kepegawaian,800.1.8,800.1
800.1.8.2,kuartier,kedudukan pegawai,800: kepegawaian > 800.1: sumber daya manusia > 800.1.8: status dan kedudukan pegawai > 800.1.8.2: kedudukan pegawai,kepegawaian sumber daya manusia status dan kedudukan pegawai kedudukan pegawai,800.1.8,800.1
800.1.8.3,kuartier,keberatan pegawai,800: kepegawaian > 800.1: sumber daya manusia > 800.1.8: status dan kedudukan pegawai > 800.1.8.3: keberatan pegawai,kepegawaian sumber daya manusia status dan kedudukan pegawai keberatan pegawai,800.1.8,800.1
800.1.8.4,kuartier,perselisihan sengketa kepegawaian,800: kepegawaian > 800.1: sumber daya manusia > 800.1.8: status dan kedudukan pegawai > 800.1.8.4: perselisihan sengketa kepegawaian,kepegawaian sumber daya manusia status dan kedudukan pegawai perselisihan sengketa kepegawaian,800.1.8,800.1
800.1.9,tersier,sistem informasi pegawai,800: kepegawaian > 800.1: sumber daya manusia > 800.1.9: sistem informasi pegawai,kepegawaian sumber daya manusia sistem informasi pegawai,800.1,800
800.1.9.1,kuartier,pengolahan data informaisi kepegawaian,800: kepegawaian > 800.1: sumber daya manusia > 800.1.9: sistem informasi pegawai > 800.1.9.1: pengolahan data informaisi kepegawaian,kepegawaian sumber daya manusia sistem informasi pegawai pengolahan data informaisi kepegawaian,800.1.9,800.1
800.1.9.2,kuartier,pengembangan sistem informasi kepegawaian,800: kepegawaian > 800.1: sumber daya manusia > 800.1.9: sistem informasi pegawai > 800.1.9.2: pengembangan sistem informasi kepegawaian,kepegawaian sumber daya manusia sistem informasi pegawai pengembangan sistem informasi kepegawaian,800.1.9,800.1
800.1.9.3,kuartier,pengembangan sistem pengelolaan arsip kepegawaian elektronik,800: kepegawaian > 800.1: sumber daya manusia > 800.1.9: sistem informasi pegawai > 800.1.9.3: pengembangan sistem pengelolaan arsip kepegawaian elektronik,kepegawaian sumber daya manusia sistem informasi pegawai pengembangan sistem pengelolaan arsip kepegawaian elektronik,800.1.9,800.1
800.1.9.4,kuartier,sistem pengelolaan arsip kepegawaian fisik,800: kepegawaian > 800.1: sumber daya manusia > 800.1.9: sistem informasi pegawai > 800.1.9.4: sistem pengelolaan arsip kepegawaian fisik,kepegawaian sumber daya manusia sistem informasi pegawai sistem pengelolaan arsip kepegawaian fisik,800.1.9,800.1
